node,neighbor,type
10.1590/S0103-50532005000400031,Pilocarpus riedelianus,doi_collectionSpecie
10.1016/S0031-9422(97)00598-0,Murraya paniculata,doi_collectionSpecie
10.1590/S0102-695X2010000100002,Rapanea lancifolia (Myrsinaceae),doi_collectionSpecie
10.1590/S0103-50532006000300017,Carapa guianensis,doi_collectionSpecie
10.1002/jobm.200800093,Nigrospora sphaerica,doi_collectionSpecie
10.1590/S0100-40422010000900005,Trichilia claussenii (Meliaceae),doi_collectionSpecie
10.1515/znc-2011-5-607,Carapa guianensis,doi_collectionSpecie
10.1002/ps.1278,Siphoneugena densiflora (Myrtaceae),doi_collectionSpecie
10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie
10.1590/S0100-40422012000700020,"Rapanea umbellata,Myrsine cuneifolia (Myrsinaceae)",doi_collectionSpecie
10.1016/S0031-9422(97)00238-0,Tocoyena formosa (Rubiaceae),doi_collectionSpecie
10.1016/j.chroma.2009.02.009,Hortia oreadica,doi_collectionSpecie
10.1590/S0100-40422005000600011,Xylaria sp. (Xylariaceae),doi_collectionSpecie
10.1016/S0031-9422(01)00079-6,Petiveria alliacea (Phytolaccaceae),doi_collectionSpecie
10.1093/mutage/gep034,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie
10.1590/S0103-50532005000800008,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie
10.1590/s0100-40422008000700015,Chaetomium globosum,doi_collectionSpecie
10.1590/S0100-40422004000200005,Cinnamomum australe (Lauraceae),doi_collectionSpecie
10.1016/j.phytochem.2006.06.004,Phomopsis cassiae (Valsaceae),doi_collectionSpecie
10.2174/187152010794728620,Toona ciliata (Meliacee),doi_collectionSpecie
10.1248/bpb.31.538,Piper aduncum (Piperaceae),doi_collectionSpecie
10.1515/znb-2005-0715,Pilocarpus grandiflorus,doi_collectionSpecie
10.1021/np100840w,Casearia rupestris (Salicaeae),doi_collectionSpecie
10.1016/j.phytochem.2005.06.019,Coussarea hydrangeifolia (Rubiaceae),doi_collectionSpecie
10.1248/cpb.56.407,Senna spectabilis (Fabaceae),doi_collectionSpecie
10.1590/S0102-695X2009000100002,"Cedrela fruticosa (Meliaceae), Neoraputia magnifica (Rutaceae), Neoraputia alba (Rutaceae)",doi_collectionSpecie
10.1590/S0100-40421998000600005,Himatanthus sucuuba (Apocynaceae),doi_collectionSpecie
10.1080/14786410802243271,Piper crassinervium (Piperaceae),doi_collectionSpecie
10.1016/S0031-9422(99)00132-6,Piper aduncum (Piperaceae),doi_collectionSpecie
10.1590/S0102-695X2010005000017,Pterogyne nitens (Fabaceae),doi_collectionSpecie
