node,neighbor,type
10.1515/znc-2009-11-1212,Mogi Guacu/SP,doi_collectionSite
10.1590/S0100-46702007000300002,Ribeirao Preto/SP,doi_collectionSite
10.1016/j.chroma.2009.02.009,Itacoatiara/AM,doi_collectionSite
10.1590/S0103-50532005000800025,Ibirama/SC,doi_collectionSite
10.1021/np030530j,Manaus/AM,doi_collectionSite
10.1515/znb-2005-0715,Murici/AL,doi_collectionSite
10.1055/s-2002-36346,Recife/PE,doi_collectionSite
10.1016/0031-9422(91)85077-D,Mogi Guacu/SP,doi_collectionSite
10.1515/znc-2008-5-611,Pocos De Caldas/MG,doi_collectionSite
10.1002/cbdv.200590016,Sao Carlos/SP,doi_collectionSite
10.1021/np800612x,Sao Paulo/SP,doi_collectionSite
10.1515/znc-2002-5-602,Cuiaba/MT,doi_collectionSite
10.1016/j.phytol.2010.11.003,Mogi Guacu/SP,doi_collectionSite
10.1590/S0100-40422008000400018,Sao Paulo/SP,doi_collectionSite
10.1002/jobm.200800093,"Ribeirao Preto/SP, Nigrospora sphaerica",doi_collectionSite
10.1016/S0031-9422(00)00248-X,N/A/ES,doi_collectionSite
10.1590/S0103-50532010000500016,Rio Verde/GO,doi_collectionSite
10.1016/j.phytochem.2009.08.013,Sao Sebastiao Do Passe/BA,doi_collectionSite
10.1021/np800106x,Recife/PE,doi_collectionSite
10.1021/np100840w,Campinas/SP,doi_collectionSite
10.1021/cc100076k,Pocos De Caldas/MG,doi_collectionSite
10.1016/j.phytochem.2005.04.043,Araraquara/SP,doi_collectionSite
10.1248/cpb.56.723,Sao Paulo/SP,doi_collectionSite
10.1016/j.jchromb.2012.07.013,Sao Carlos/SP,doi_collectionSite
10.1016/S0031-9422(00)00226-0,Manaus/AM,doi_collectionSite
10.1093/mutage/gep034,Sao Miguel Arcanjo/SP,doi_collectionSite
10.1590/S0100-40422005000400009,Itirapina/SP,doi_collectionSite
10.1021/np060254j,Rifaina/SP,doi_collectionSite
10.1002/hlca.200890147,Apore/GO,doi_collectionSite
10.1021/np9703656,Teodoro Sampaio/SP,doi_collectionSite
10.1590/S0100-40422012000700020,Itaituba/PA,doi_collectionSite
10.1590/S0103-50532002000100019,Rio Claro/SP,doi_collectionSite
10.1016/j.jphotobiol.2013.01.006,Sao Paulo/SP,doi_collectionSite
10.1016/j.jphotobiol.2013.01.006,N/A/ES,doi_collectionSite
10.3390/molecules15129205,Sao Paulo/SP,doi_collectionSite
10.1002/ps.1278,Pocos De Caldas/MG,doi_collectionSite
10.1590/S0103-50532006000300017,"N/A/SP, Cedrela fissilis",doi_collectionSite
10.1590/S0103-50532006000300017,Sao Carlos/SP,doi_collectionSite
10.1080/14786410412331271979,Mogi Guacu/SP,doi_collectionSite
10.1016/S0031-9422(01)00431-9,Manaus/AM,doi_collectionSite
10.1016/S0031-9422(01)00431-9,Araraquara/SP,doi_collectionSite
10.1007/s10295-012-1165-2,N/A/MS,doi_collectionSite
10.1007/s10295-012-1165-2,Ribeirao Preto/SP,doi_collectionSite
10.1590/S0103-50532005000400005,Peruibe/SP,doi_collectionSite
10.1590/S0100-40422004000200005,Cunha/SP,doi_collectionSite
10.1080/14786410903335232,Mogi Guacu/SP,doi_collectionSite
10.1016/j.phytochem.2004.03.039,Goiania/GO,doi_collectionSite
10.1590/S0100-40422002000300002,Mogi Guacu/SP,doi_collectionSite
10.1021/np030530j,Sao Paulo/SP,doi_collectionSite
10.1021/np030530j,Ibate/SP,doi_collectionSite
10.1016/S0031-9422(97)00238-0,Mogi Guacu/SP,doi_collectionSite
10.1080/14786410600907002,Campinas/SP,doi_collectionSite
10.1590/S0103-50532005000400031,Londrina/PR,doi_collectionSite
10.1590/S0100-40422008000400005,Itacoatiara/AM,doi_collectionSite
10.1590/S0100-40422008000400005,Pirenopolis/GO,doi_collectionSite
10.1590/S0100-40422008000400005,Manaus/AM,doi_collectionSite
10.1002/ps.478,Rio Claro/SP,doi_collectionSite
10.1590/S0102-695X2007000300003,Peruibe/SP,doi_collectionSite
10.1590/S0103-50532005000800029,Maues/AM,doi_collectionSite
10.1021/np0103970,Ibirama/SC,doi_collectionSite
10.1021/np9004079,Campinas/SP,doi_collectionSite
10.1590/S0103-50532002000100010,Ibirama/SC,doi_collectionSite
10.1016/S0031-9422(00)00477-5,Belem/PA,doi_collectionSite
10.1016/S0031-9422(98)00249-0,Mogi Guacu/SP,doi_collectionSite
10.1590/S0102-695X2010000100002,Sao Carlos/SP,doi_collectionSite
10.1107/S1600536803019913,Manaus/AM,doi_collectionSite
10.1016/j.chroma.2009.02.066,Cordeiropolis/SP,doi_collectionSite
10.1016/S0031-9422(00)00226-0,Teodoro Sampaio/SP,doi_collectionSite
10.1016/S0031-9422(97)00598-0,Sao Carlos/SP,doi_collectionSite
10.1016/S0031-9422(01)00079-6,Sao Paulo/SP,doi_collectionSite
10.1016/S0031-9422(00)00323-X,Ibirama/SC,doi_collectionSite
10.1023/A:1025694720727,Ibirama/SC,doi_collectionSite
10.1016/0031-9422(81)80027-1,Rio De Janeiro/RJ,doi_collectionSite
