node,neighbor,type
10.1016/j.phytochem.2004.03.039,Plant Isolated,doi_collectionType
10.1590/S0100-40422008000400005,Plant Isolated,doi_collectionType
10.1080/14786419.2011.647020,"Plant Isolated, Microorganism isolated",doi_collectionType
10.5935/0100-4042.20140049,Plant Isolated,doi_collectionType
10.1016/S0031-9422(01)00079-6,Plant Isolated,doi_collectionType
10.1590/S0102-695X2007000300003,Plant Isolated,doi_collectionType
10.1002/cbdv.200800342,Plant Isolated,doi_collectionType
10.1080/14786410802243271,Plant Isolated,doi_collectionType
10.1016/0031-9422(81)80027-1,Plant Isolated,doi_collectionType
10.1021/np50086a012,Plant Isolated,doi_collectionType
10.1021/jf00030a035,Plant Isolated,doi_collectionType
10.1515/znc-2002-5-602,Plant Isolated,doi_collectionType
10.1590/S0103-50532006000300017,Plant Isolated,doi_collectionType
10.1016/j.phytochem.2008.01.006,Plant Isolated,doi_collectionType
10.1002/ps.478,Plant Isolated,doi_collectionType
10.1590/S0100-40422010000900005,Plant Isolated,doi_collectionType
10.1093/mutage/gep034,Plant Isolated,doi_collectionType
10.1590/S0103-50532005000800029,Microorganism isolated,doi_collectionType
10.2174/187152010794728620,Semisynthesis Product,doi_collectionType
10.1016/j.bse.2006.06.007,Microorganism isolated,doi_collectionType
10.1021/np800612x,Plant Isolated,doi_collectionType
10.1590/S0102-695X2008000200010,Plant Isolated,doi_collectionType
10.1590/S0103-50532009000400008,Plant Isolated,doi_collectionType
10.1590/S0102-695X2010005000017,Plant Isolated,doi_collectionType
10.2174/187152010794728620,Plant Isolated,doi_collectionType
10.1590/S0100-40422008000400018,Plant Isolated,doi_collectionType
10.1002/ps.1278,Plant Isolated,doi_collectionType
10.1590/S0102-695X2009000100002,Plant Isolated,doi_collectionType
10.1016/j.phytochem.2006.06.004,Microorganism isolated,doi_collectionType
10.1016/S0014-5793(02)02700-X,Plant Isolated,doi_collectionType
10.1021/np9703656,Plant Isolated,doi_collectionType
10.1016/j.jphotobiol.2013.01.006,Plant Isolated,doi_collectionType
10.1016/j.jchromb.2012.07.013,Plant Isolated,doi_collectionType
10.1002/jobm.200800093,Microorganism isolated,doi_collectionType
10.1590/S0102-695X2012005000106,Microorganism isolated,doi_collectionType
10.1590/S0100-40422008000400023,Plant Isolated,doi_collectionType
10.1248/cpb.56.723,Plant Isolated,doi_collectionType
10.1515/znb-2005-0715,Plant Isolated,doi_collectionType
10.1016/j.micres.2004.06.003,Microorganism isolated,doi_collectionType
10.5935/0103-5053.19930018,Plant Isolated,doi_collectionType
10.1016/j.tiv.2008.01.003,Plant Isolated,doi_collectionType
10.1016/j.cbi.2010.08.008,Plant Isolated,doi_collectionType
10.1021/np9704617,Plant Isolated,doi_collectionType
10.1515/znc-2011-5-607,Plant Isolated,doi_collectionType
10.1590/S0103-50532002000100019,Plant Isolated,doi_collectionType
10.1016/j.chroma.2009.02.066,Plant Isolated,doi_collectionType
10.1590/S0103-50532005000800008,Plant Isolated,doi_collectionType
10.1080/14786410600907002,Plant Isolated,doi_collectionType
10.1590/S0100-40422009000600037,Plant Isolated,doi_collectionType
10.1590/S0100-40422004000200005,Plant Isolated,doi_collectionType
10.1590/S0103-50532005000800025,Plant Isolated,doi_collectionType
10.1021/np100840w,Semisynthesis Product,doi_collectionType
10.1021/np100840w,Plant Isolated,doi_collectionType
10.3390/molecules190812031,Plant Isolated,doi_collectionType
10.1590/s0100-40422008000700015,Microorganism isolated,doi_collectionType
10.1021/np800106x,Plant Isolated,doi_collectionType
10.1021/jf60217a066,Plant Isolated,doi_collectionType
10.1021/np4006822,Microorganism isolated,doi_collectionType
10.1021/np4006822,Semisynthesis Product,doi_collectionType
10.1590/S0103-50532003000300007,Plant Isolated,doi_collectionType
10.1016/S0031-9422(03)00153-5,Plant Isolated,doi_collectionType
10.1016/0031-9422(90)80024-B,Plant Isolated,doi_collectionType
10.1590/S0100-40421998000600005,Plant Isolated,doi_collectionType
10.1021/np1007476,Plant Isolated,doi_collectionType
10.1016/S0031-9422(00)00323-X,Plant Isolated,doi_collectionType
10.1248/cpb.56.407,Semisynthesis Product,doi_collectionType
