node,neighbor,type
10.1590/S0100-40422010000900005,Piracicaba/SP,doi_collectionSite
10.1016/S0031-9422(00)00477-5,Belem/PA,doi_collectionSite
10.1016/S0031-9422(01)00079-6,Sao Paulo/SP,doi_collectionSite
10.1021/np900644x,Araraquara/SP,doi_collectionSite
10.2174/187152010794728620,Vicosa/MG,doi_collectionSite
10.1590/S0103-50532002000100010,Ibirama/SC,doi_collectionSite
10.1021/np100840w,Campinas/SP,doi_collectionSite
10.5935/0100-4042.20140049,Pirenopolis/GO,doi_collectionSite
10.1016/S0031-9422(98)00249-0,Mogi Guacu/SP,doi_collectionSite
10.1590/S0100-40422002000300002,Mogi Guacu/SP,doi_collectionSite
10.1590/S0102-695X2010000100002,Sao Carlos/SP,doi_collectionSite
10.1021/np049863m,Belem/PA,doi_collectionSite
10.1016/j.phytochem.2009.08.013,Sao Sebastiao Do Passe/BA,doi_collectionSite
10.1016/S0031-9422(00)00226-0,Manaus/AM,doi_collectionSite
10.1590/S0103-50532005000800008,Belem/PA,doi_collectionSite
10.1021/np800106x,Recife/PE,doi_collectionSite
10.1590/S0100-40422008000400005,Pirenopolis/GO,doi_collectionSite
10.1590/S0103-50532005000800025,Ibirama/SC,doi_collectionSite
10.1016/j.bse.2006.06.007,N/A/SP,doi_collectionSite
10.1021/jf100233y,Mogi Guacu/SP,doi_collectionSite
10.5935/0103-5053.19930018,N/A/ES,doi_collectionSite
10.1016/j.jphotobiol.2013.01.006,Sao Paulo/SP,doi_collectionSite
10.1016/j.phytochem.2007.08.012,Ibate/SP,doi_collectionSite
10.1590/S0100-40422005000600011,Mogi Guacu/SP,doi_collectionSite
10.1590/S0103-50532009000100029,Sao Carlos/SP,doi_collectionSite
10.1021/np060254j,Rifaina/SP,doi_collectionSite
10.3390/molecules190812031,Manaus/AM,doi_collectionSite
10.1021/np800612x,Sao Paulo/SP,doi_collectionSite
10.1021/np030100t,Mogi Guacu/SP,doi_collectionSite
10.1590/S0100-40422008000400018,Sao Paulo/SP,doi_collectionSite
10.1002/ptr.1249,Ribeirao Preto/SP,doi_collectionSite
