node,neighbor,type
10.1016/j.jchromb.2012.07.013,Cytotoxic,doi_bioActivity
10.1016/j.phytol.2010.11.003,Inhibition of Acetylcholinesterase,doi_bioActivity
10.1590/S0100-40422008000400018,Antioxidant,doi_bioActivity
10.1248/cpb.56.723,Inhibition of Glycosidase,doi_bioActivity
10.1016/S0031-9422(98)00069-7,Inhibition of Glycosidase,doi_bioActivity
10.1021/np800612x,Cytotoxic,doi_bioActivity
10.1590/S0100-40422002000300002,Cytotoxic,doi_bioActivity
10.1021/np800612x,Antifungal,doi_bioActivity
10.1016/j.phytol.2010.11.003,Antifungal,doi_bioActivity
10.1016/j.phytochem.2006.06.004,Antifungal,doi_bioActivity
10.1007/s10295-012-1165-2,Cytotoxic,doi_bioActivity
10.1590/S0103-50532005000400031,Insecticidal,doi_bioActivity
10.1016/S0031-9422(98)00249-0,Cytotoxic,doi_bioActivity
10.1016/S0031-9422(01)00431-9,Antifungal,doi_bioActivity
10.1080/14786410412331271979,Cytotoxic,doi_bioActivity
10.1590/S0100-40422008000400018,Antifungal,doi_bioActivity
10.1590/S0103-50532005000800018,Antioxidant,doi_bioActivity
10.5935/0103-5053.19960024,Antifungal,doi_bioActivity
10.1590/S0103-50532007000700017,Antioxidant,doi_bioActivity
10.1016/S0031-9422(00)00323-X,Antifungal,doi_bioActivity
10.1590/S0102-695X2009000100002,Antitrypanosomal,doi_bioActivity
10.1590/S0103-50532009000100029,Antitrypanosomal,doi_bioActivity
10.1590/S1519-566X2008000600013,Insecticidal,doi_bioActivity
10.1248/cpb.56.723,Inhibition of Myeloperoxodase,doi_bioActivity
10.1002/ps.478,Insecticidal,doi_bioActivity
10.1016/j.cbi.2010.08.008,Anticancer,doi_bioActivity
10.1590/S0100-40422008000400023,Antifungal,doi_bioActivity
10.1016/j.biortech.2010.01.041,Antiviral,doi_bioActivity
10.1515/znb-2005-0715,Antifungal,doi_bioActivity
10.1016/j.phytochem.2007.08.012,Antitrypanosomal,doi_bioActivity
10.1590/S0103-50532010000500016,Insecticidal,doi_bioActivity
10.1080/14786410600907002,Anticancer,doi_bioActivity
10.1016/j.phytochem.2005.04.043,Antifungal,doi_bioActivity
10.1016/S0031-9422(99)00132-6,Antifungal,doi_bioActivity
10.1590/S0100-40422008000400018,Inhibition of Glycosidase,doi_bioActivity
10.1021/np030100t,Antioxidant,doi_bioActivity
10.1021/cc100076k,Antitrypanosomal,doi_bioActivity
10.1016/S0031-9422(97)00238-0,Antifungal,doi_bioActivity
10.1080/14786419.2011.647020,Antiallergenic,doi_bioActivity
10.1016/j.jfca.2003.09.013,Inhibition of Glycosidase,doi_bioActivity
