node,neighbor,type
10.1021/np50086a012,N/A/MG,doi_collectionSite
10.1016/S0031-9422(00)00226-0,Teodoro Sampaio/SP,doi_collectionSite
10.1515/znb-2005-0715,Murici/AL,doi_collectionSite
10.1021/np0103970,Ibirama/SC,doi_collectionSite
10.1515/znc-2008-5-611,Pocos De Caldas/MG,doi_collectionSite
10.1016/j.biortech.2010.01.041,Araraquara/SP,doi_collectionSite
10.1515/znc-2002-5-602,Cuiaba/MT,doi_collectionSite
10.1002/ps.478,Rio Claro/SP,doi_collectionSite
10.1080/14786410600907002,Campinas/SP,doi_collectionSite
10.1016/0031-9422(81)80027-1,Rio De Janeiro/RJ,doi_collectionSite
10.1515/znc-2009-11-1212,Mogi Guacu/SP,doi_collectionSite
10.1590/S0103-50532003000500012,Belem/PA,doi_collectionSite
10.1016/j.phytochem.2009.08.013,Sao Sebastiao Do Passe/BA,doi_collectionSite
10.1016/j.phytochem.2006.06.004,Araraquara/SP,doi_collectionSite
10.2174/187152010794728620,Vicosa/MG,doi_collectionSite
10.1590/S0103-50532009000400008,Campinas/SP,doi_collectionSite
10.1248/cpb.56.723,Sao Paulo/SP,doi_collectionSite
10.1590/s0100-40422008000700015,Ribeirao Preto/SP,doi_collectionSite
10.1590/S0103-50532005000400031,Londrina/PR,doi_collectionSite
10.1002/ptr.1249,Ribeirao Preto/SP,doi_collectionSite
10.1590/S0103-50532002000100010,Ibirama/SC,doi_collectionSite
10.1016/S0031-9422(00)00248-X,N/A/ES,doi_collectionSite
10.1016/j.cbi.2010.08.008,Sao Miguel Arcanjo/SP,doi_collectionSite
10.1021/np030530j,Sao Paulo/SP,doi_collectionSite
10.1016/S0014-5793(02)02700-X,Araraquara/SP,doi_collectionSite
10.1016/S0031-9422(00)00323-X,Ibirama/SC,doi_collectionSite
10.1002/cbdv.200590016,Sao Carlos/SP,doi_collectionSite
10.1590/S0100-40422005000600011,Mogi Guacu/SP,doi_collectionSite
10.1016/j.phytochem.2005.06.019,Mogi Guacu/SP,doi_collectionSite
10.1590/S0100-40422002000300002,Mogi Guacu/SP,doi_collectionSite
10.5935/0103-5053.19930018,N/A/ES,doi_collectionSite
