node,neighbor,type
10.1021/np9004079,Casearia obliqua (Flacourtiaceae),doi_collectionSpecie
10.1021/np50086a012,Angostura paniculata (Rutaceae),doi_collectionSpecie
10.1002/cbdv.200590016,Salacia campestris (Celastraceae),doi_collectionSpecie
10.1021/jf100233y,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie
10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie
10.1055/s-0034-1368301,Nigrospora sphaerica,doi_collectionSpecie
10.1021/np900644x,Senna multijuga (Fabaceae),doi_collectionSpecie
10.1021/np070312g,Senna spectabilis (Fabaceae),doi_collectionSpecie
10.1021/np800612x,Pterogyne nitens (Fabaceae),doi_collectionSpecie
10.1590/S0103-50532006000300017,Cedrela fissilis,doi_collectionSpecie
10.4067/S0717-97072009000300004,Pterogyne nitens (Fabaceae),doi_collectionSpecie
10.1016/j.phytochem.2006.09.005,Periconia atropurpurea (Annonaceae),doi_collectionSpecie
10.1080/14786419.2011.647020,Humicola grisea,doi_collectionSpecie
10.1021/np060254j,Erythrina mulungu (Fabaceae),doi_collectionSpecie
10.1016/j.phytochem.2005.06.019,Coussarea hydrangeifolia (Rubiaceae),doi_collectionSpecie
10.1021/np9704617,Rudgea viburnioides (Rubiaceae),doi_collectionSpecie
10.1590/S0103-50532002000100019,Dimorphandra mollis,doi_collectionSpecie
10.1016/0040-4020(95)00254-6,Cassia leptophylla (Fabaceae),doi_collectionSpecie
10.1016/j.phytochem.2004.03.039,Cheiloclinium cognatum (Hippocrateaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00477-5,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie
10.1016/j.chroma.2009.02.009,Hortia oreadica,doi_collectionSpecie
10.5935/0100-4042.20140049,Vochysia thyrsoidea,doi_collectionSpecie
10.1002/ps.1278,Vitex polygama (Verbenaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie
10.1248/cpb.56.407,Senna spectabilis (Fabaceae),doi_collectionSpecie
10.1002/cbdv.200800342,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie
10.1021/np030530j,Piper hostmannianum (Piperaceae),doi_collectionSpecie
10.1590/S0103-50532005000800025,Raulinoa echinata (Rutaceae),doi_collectionSpecie
10.1021/jf00030a035,Anacardium occidentale (Anacardiaceae),doi_collectionSpecie
10.1021/np0303963,Cassia spectabilis (Fabaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00323-X,Picramnia teapensis,doi_collectionSpecie
