node,neighbor,type
10.2174/187152010794728620,Semisynthesis Product,doi_collectionType
10.1016/S0031-9422(00)00226-0,Plant Isolated,doi_collectionType
10.1023/B:JOEC.0000042400.14451.08,Plant Isolated,doi_collectionType
10.1093/mutage/gep034,Plant Isolated,doi_collectionType
10.1016/j.phytochem.2005.06.019,Plant Isolated,doi_collectionType
10.1016/S0031-9422(00)00323-X,Plant Isolated,doi_collectionType
10.1590/S0103-50532003000500012,Plant Isolated,doi_collectionType
10.1021/np060254j,Plant Isolated,doi_collectionType
10.1590/S0100-40422005000400009,Plant Isolated,doi_collectionType
10.1080/14786410412331271979,Plant Isolated,doi_collectionType
10.1590/S0103-50532005000800029,Microorganism isolated,doi_collectionType
10.1016/j.jep.2007.09.020,Plant Isolated,doi_collectionType
10.1016/0031-9422(91)85077-D,Plant Isolated,doi_collectionType
10.1080/14786419.2011.647020,"Plant Isolated, Microorganism isolated",doi_collectionType
10.1021/np4006822,Microorganism isolated,doi_collectionType
10.1515/znb-2005-0715,Plant Isolated,doi_collectionType
10.1021/np100840w,Semisynthesis Product,doi_collectionType
10.1055/s-2002-36346,Plant Isolated,doi_collectionType
10.1016/S0031-9422(97)00238-0,Plant Isolated,doi_collectionType
10.1021/np030100t,Plant Isolated,doi_collectionType
10.1590/S0100-40422012000700020,Plant Isolated,doi_collectionType
10.1248/cpb.56.407,Semisynthesis Product,doi_collectionType
10.1016/j.jphotobiol.2013.01.006,Plant Isolated,doi_collectionType
10.1016/S0014-5793(02)02700-X,Plant Isolated,doi_collectionType
10.1016/j.phytol.2010.11.003,Microorganism isolated,doi_collectionType
10.1080/14786410802243271,Plant Isolated,doi_collectionType
10.1016/S0031-9422(97)00598-0,Plant Isolated,doi_collectionType
10.1590/S0102-695X2007000300003,Plant Isolated,doi_collectionType
10.1002/jobm.200800093,Microorganism isolated,doi_collectionType
10.1016/j.chroma.2009.02.066,Plant Isolated,doi_collectionType
