node,neighbor,type
10.1016/S0031-9422(03)00153-5,Calycophyllum spruceanum (Rubiaceae),doi_collectionSpecie
10.1021/np030530j,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00477-5,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00248-X,Neoraputia magnifica (Rutaceae),doi_collectionSpecie
10.1016/j.jchromb.2012.07.013,Zingiber officinale,doi_collectionSpecie
10.1590/S0100-40422008000400018,Pterogyne nitens (Fabaceae),doi_collectionSpecie
10.1016/S0014-5793(02)02700-X,Pilocarpus spicatus (Rutaceae),doi_collectionSpecie
10.1590/S0100-40422008000400023,Swartzia langsdorfii (Fabaceae),doi_collectionSpecie
10.1590/S0100-40421998000600005,Himatanthus sucuuba (Apocynaceae),doi_collectionSpecie
10.1016/0031-9422(81)80027-1,Ottonia corcovadensis (Piperaceae),doi_collectionSpecie
10.5935/0103-5053.19930018,Neoraputia alba (Rutaceae),doi_collectionSpecie
10.1248/bpb.31.538,Piper aduncum (Piperaceae),doi_collectionSpecie
10.1021/np030530j,Piper hostmannianum (Piperaceae),doi_collectionSpecie
10.1590/S0100-40422005000400009,Tocoyena brasiliensis (Rubiaceae),doi_collectionSpecie
10.1590/S0103-50532003000300007,Murraya paniculata,doi_collectionSpecie
10.1021/np9004079,Casearia obliqua (Flacourtiaceae),doi_collectionSpecie
10.2174/187152010794728620,Toona ciliata (Meliacee),doi_collectionSpecie
10.1016/j.micres.2004.06.003,Penicillium corylophilum,doi_collectionSpecie
10.1021/np50086a012,Angostura paniculata (Rutaceae),doi_collectionSpecie
10.1590/S0103-50532009000100029,Phomopsis sp. (Valsaceae),doi_collectionSpecie
10.1016/j.cbi.2010.08.008,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie
10.2174/187152010794728620,Cabralea canjerana,doi_collectionSpecie
10.1016/S0031-9422(98)00069-7,Cnidoscolus vitifolius (Euphorbiaceae),doi_collectionSpecie
10.1590/S0100-40422002000300002,Styrax camporum (Styracaceae),doi_collectionSpecie
10.1590/S0103-50532005000800026,Aspergillus fumigatus,doi_collectionSpecie
10.1016/j.jpba.2012.08.028,Piper solmsianum,doi_collectionSpecie
10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie
10.1016/j.phytochem.2007.08.012,Peperomia blanda (Piperaceae),doi_collectionSpecie
10.1016/j.phytochem.2005.06.019,Coussarea hydrangeifolia (Rubiaceae),doi_collectionSpecie
10.1021/np800106x,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie
10.1002/cbdv.200800342,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie
