node,neighbor,type
10.1016/j.micres.2004.06.003,fumiquinozoline F,doi_name
10.1590/S0102-695X2012005000106,Beauvericin,doi_name
10.1021/jf00030a035,"5-[8(Z),11(Z)-pentadecadienyl]resorcinol",doi_name
10.1021/jf063451x,"7,4'-Dimethoxyflavone",doi_name
10.1021/np4006822,9-hydroxyeugenin,doi_name
10.1590/S0103-50532005000400005,Burchellin,doi_name
10.1016/S0031-9422(99)00132-6,"Methyl-8-hydroxy-2,2-dimethyl-2H-chromene-6-carboxylate",doi_name
10.1590/S0102-695X2008000200010,"Acteoside; [β-3,4-dihydroxyphenyl)-ethyl]-(3'-O-α-L-rhamnopyranosyl)-(4'-O-cafeoyl)-β-D-glycopyranoside, verbascoside",doi_name
10.1515/znb-2005-0715,Syringaldehyde,doi_name
10.1590/S0100-40421998000600005,Isoplumericin,doi_name
10.2174/187152010794728620,Odoratone,doi_name
10.5935/0100-4042.20140049,3-Oxoursolic acid,doi_name
10.1016/j.phytochem.2006.06.004,"Rel. (+)-(7S,10S) 3,12-dihydroxycalamenene",doi_name
10.1590/S0103-50532009000400008,Citibrasine,doi_name
10.1016/j.cbi.2010.08.008,"Casearin L; (1R*,3S*,5S*,6aR*,7R*,8R*,9S*,10S*,10aR*)-1,10-Bis(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-9-hydroxy-5-methoxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]-furan-3-yl Butanoate",doi_name
10.1590/S0103-50532005000800025,fraxinellonone,doi_name
10.1080/14786410600907002,citrusinine-I,doi_name
10.1002/jobm.200800093,Dimethyl terephthalate,doi_name
10.1590/S0073-47212009000100009,Ricinine,doi_name
10.1002/cbdv.200590016,Netzahualcoyene,doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4-hydroxy-4',5'-methylenedioxy-3,5,3'-trimethoxy-7,7'-epoxylignan",doi_name
10.1021/np030100t,"2-(2'-O-transcoumaroyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1248/cpb.56.723,Sorbifolin,doi_name
10.1002/jobm.200800093,Ergosterol peroxide,doi_name
10.1016/S0031-9422(00)00226-0,Pellitorine,doi_name
10.1016/j.phytochem.2005.04.043,(2'S)-2-(propan-2'-ol)-5-hydroxy-benzopyran-4-one,doi_name
10.1002/cbdv.200590016,"Maytenin, Tingenone",doi_name
10.1002/ps.1278,stachysterone,doi_name
10.1016/j.phytochem.2005.06.019,1-O-(E)-feruloyl-β-D-glucopyranoside,doi_name
10.1016/j.bmc.2010.12.056,"3,4-dihydro-3,5,8-trihydroxy-6-methoxy-2,2,7-trimethyl-2Hpyrano[ 2,3-a]acridin-12(7H)-one",doi_name
10.1515/znc-2002-5-602,amorphispironone,doi_name
10.1590/S0100-40421998000600005,Plumericin,doi_name
10.1016/S0031-9422(00)00477-5,Epi-guaiacin,doi_name
10.1021/np030530j,"Hostmaniene; 4-Hydroxy-3-(2',3'-dihydroxy-3'-methylbutyl)benzoate",doi_name
10.1016/0031-9422(90)80024-B,"2-(3',4'-methylenedioxyphenylethyl)-Quinoline",doi_name
10.1016/S0031-9422(00)00226-0,Piperine,doi_name
10.1021/jf00030a035,"6-[8(Z),11(Z),14-pentadecatrienyl]salicylic acid",doi_name
10.1590/S0100-40422008000400005,Haplotusine,doi_name
10.1016/S0031-9422(03)00153-5,6'-Acetyl-β-D-glucopyranosyldiderroside,doi_name
10.1590/S0100-40422005000400009,28-O-β-D-glucopyranosyl quinovic acid,doi_name
10.5935/0103-5053.19960024,Galioside aglicone,doi_name
10.1590/S0100-40422005000600011,Griseofulvin,doi_name
10.1016/S0031-9422(00)00226-0,"8,9-dihydropiplartine; N-(12,13,14-trimethoxydihydrocinnamoyl)-Δ3-pyridin-2-one",doi_name
10.1248/cpb.56.723,Nitensoside B; Pedalitin 6-O-α-rhamnopyranosyl(1'''→6'')-β-glucopyranoside,doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4',5'-methylenedioxy-3,4,5,3'-tetramethoxy-7,7'-epoxylignan",doi_name
10.1002/hlca.200890147,"3,4,5-trimethoxyphenyl 1-O-β-D-apiofuranosyl-(1→6)-O-β-D-glucopyranoside",doi_name
10.1016/j.phytochem.2004.03.039,Netzahualcoyonol,doi_name
10.1016/S0031-9422(00)00226-0,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine",doi_name
10.1021/jf063451x,Sargaquinoic acid,doi_name
10.1021/np4006822,Austdiol,doi_name
10.1021/cc100076k,"Luteolin; 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",doi_name
10.1590/S0103-50532002000100010,2-n-nonyl-4-quinolone,doi_name
10.1016/j.phytol.2010.11.003,(R)-7-Hydroxymellein,doi_name
10.1021/np900644x,12′-hydroxy-7′-multijuguinone,doi_name
10.1016/j.biortech.2010.01.041,p-hydroxybenzoic acid-geranyl ester,doi_name
10.1055/s-0028-1088323,Nilocetin,doi_name
10.1016/j.phytol.2010.11.003,"(3R,4R)-4,7-Dihydroxymellein",doi_name
10.1021/np030530j,Piperaduncine B,doi_name
10.1016/j.cbi.2010.08.008,"Casearin X; (1R*,3S*,5S*,6aR*,7S*,8S*,10R*,10aR*)-1-(Acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-3,5-diyl Dibutanoate",doi_name
10.1590/S0103-50532005000400031,7-hydroxy-3- (11-dimethylallyl)-8-methoxycoumarin,doi_name
10.1080/14786410802243271,"Isosakuranetin; 5,7-dihydroxy-4'-methoxyflavanone",doi_name
10.1021/np800612x,Nitensidine D,doi_name
10.1515/znc-2002-5-602,scillascillin,doi_name
10.1021/jf00030a035,6-[8(Z)-pentadecenyl]salicylic acid,doi_name
10.1016/S0031-9422(99)00132-6,"3-(3',7 '-dimethyl-2',6 '-octadienyl)-4-methoxy-benzoic acid",doi_name
10.1002/jobm.200800093,"(22E,24R)-ergosta-4,6,8(14),22-tetraen-3-one",doi_name
10.1515/znc-2009-11-1212,Cyclo-(L-Pro-L-Val),doi_name
10.1590/S0100-40422008000400005,2-phenyl-4H-chromen-4-one,doi_name
10.1248/bpb.31.538,"Methyl-2,2-dimethyl-8-(3'-methylbut-2'-enyl)chroman-6-carboxylate",doi_name
10.1016/S0031-9422(01)00431-9,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine",doi_name
10.2174/187152010794728620,Gedunin,doi_name
10.1080/14786410412331271979,Egonol,doi_name
10.1016/S0031-9422(00)00226-0,"(3Z,5Z)-N-isobutyl-8-(30,40-methylenedioxy-phenyl)-heptadienamide",doi_name
10.1590/S0100-40422009000600037,11β-acetoxyobacunone,doi_name
10.1590/S0103-50532005000800018,4-Nerolidilcatechol,doi_name
10.1016/j.jep.2007.09.020,Methacrylic acid,doi_name
10.2174/187152010794728620,Odoratol,doi_name
10.1002/ps.1278,5-hydroxymethyl- 2-furancarboxaldehyde; 5-hydroxymethyl-2-furfuraldehyde,doi_name
10.1021/np50086a012,"Cuspanine; 1-hydroxy-2,3,5,6-tetramethoxy-9-acridone",doi_name
10.1021/np049863m,Cordifoline,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside,doi_name
10.1590/S0103-50532007000700017,"3,4,5-Trimethoxyphenyl-1-O-β-D-(5-O-syringoyl)-apiofuranosyl-(1→6)-β-D-glucopyranoside",doi_name
10.1016/j.bmc.2010.12.056,Glycocitrine-I,doi_name
10.1021/np100840w,Casearupestrin B,doi_name
10.1021/jf60217a066,"β-caryophyllene, trans-caryophyllene",doi_name
10.1021/np070312g,(+)-3-O-feruloylcassine,doi_name
10.2174/187152010794728620,"22-hydroxytirucalla-7,24-diene-2,3-dione",doi_name
10.1080/14786410802243271,"Sakuranetin; 5,4'-dihydroxy-7-methoxyflavanone",doi_name
10.1021/np049863m,"3,4-dehydrostrictosidine acid",doi_name
10.1055/s-0028-1088323,Piscidinol A,doi_name
10.1055/s-0028-1088323,Oleanonic acid,doi_name
10.1055/s-0028-1088323,cryptomeridiol,doi_name
10.1055/s-0028-1088323,Hispidol A,doi_name
10.1055/s-0028-1088323,Iso-odoratol,doi_name
10.1055/s-0028-1088323,Pentaol,doi_name
10.1055/s-0028-1088323,"3,11-dioxoolean-12-en-28- onic acid",doi_name
10.1055/s-0029-1185364,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside,doi_name
10.1055/s-0029-1185364,Clusifoliol,doi_name
10.1055/s-0029-1185364,Sesartemin,doi_name
10.1055/s-0029-1185364,Isoswertisin-2''α1-L-rhamnoside,doi_name
10.1055/s-0029-1185364,2-Episesalatin,doi_name
10.1016/S0031-9422(01)00431-9,Fagaramide,doi_name
10.1016/S0031-9422(01)00431-9,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine",doi_name
10.1016/S0031-9422(01)00431-9,"Methyl (E)-6,7,8-trimethoxycinnamate",doi_name
10.1016/S0031-9422(01)00431-9,Arboreumine,doi_name
10.1016/S0031-9422(01)00431-9,"Methyl 6,7,8-trimethoxydihydrocinnamate",doi_name
10.1016/S0031-9422(01)00431-9,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine",doi_name
10.1016/S0031-9422(01)00431-9,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine",doi_name
