node,neighbor,type
10.1590/S0103-50532007000700017,Alibertia sessilis (Rubiaceae),doi_collectionSpecie
10.1080/14786410802243271,Piper crassinervium (Piperaceae),doi_collectionSpecie
10.1021/np030530j,Piper crassinervium (Piperaceae),doi_collectionSpecie
10.1007/s10295-012-1165-2,Tithonia diversifolia,doi_collectionSpecie
10.1002/ps.1278,Vitex polygama (Verbenaceae),doi_collectionSpecie
10.1021/jf60217a066,Croton zehntneri (Euphorbiaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00248-X,Neoraputia magnifica (Rutaceae),doi_collectionSpecie
10.1590/S0100-40422008000400018,Pterogyne nitens (Fabaceae),doi_collectionSpecie
10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie
10.1021/np030100t,Arrabidaea samydoides (Bignoniaceae),doi_collectionSpecie
10.1021/np0303963,Cassia spectabilis (Fabaceae),doi_collectionSpecie
10.1021/np049863m,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie
10.1590/S0100-40422009000600037,Trichilia elegans (Meliaceae),doi_collectionSpecie
10.5935/0103-5053.19930018,Neoraputia alba (Rutaceae),doi_collectionSpecie
10.1021/jf00030a035,Anacardium occidentale (Anacardiaceae),doi_collectionSpecie
10.1016/j.jchromb.2012.07.013,Zingiber officinale,doi_collectionSpecie
10.1590/S0100-40422004000200005,Cinnamomum australe (Lauraceae),doi_collectionSpecie
10.1093/mutage/gep034,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie
10.1021/np800106x,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie
10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie
10.1002/cbdv.200800342,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie
10.1016/S0031-9422(97)00238-0,Tocoyena formosa (Rubiaceae),doi_collectionSpecie
10.1590/S0073-47212009000100009,Ricinus communis (Euphorbiaceae),doi_collectionSpecie
10.1016/0031-9422(73)85048-4,Dalbergia riparia,doi_collectionSpecie
10.2174/187152010794728620,Cabralea canjerana,doi_collectionSpecie
10.1590/S0103-50532002000100010,Raulinoa echinata (Rutaceae),doi_collectionSpecie
10.4067/S0717-97072009000300004,Pterogyne nitens (Fabaceae),doi_collectionSpecie
10.1515/znc-2002-5-602,Tephrosia candida,doi_collectionSpecie
10.1016/j.jphotobiol.2013.01.006,Balfourodendron riedelianum (Rutaceae),doi_collectionSpecie
10.1590/S0103-50532003000500012,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie
10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie
